"","vuosi_","maakunta","omaluok","N","tulkotielaintuotto","tulkasvituotto","tulpuutarhatuotto","tulmuutulo","tultuet","tulliikevaihto","tulvarastomuutos","tulluovutukset","tultilatuotto","tulinvestointituki","tulmuutuotto","tulkokonaistuotto_vara","tultarvikkeet","tultilakaytto","tulelaintenosto","tulostopalvelut","tulpalkat","tulkonevuokra","tulmuumuuttuva","tulpalkkavaatimus","tulvuokrat","tulvakuutuksetyht","tulkoneymskpito","tulmuukiintea","tulkayttokate","tulrakepoisto","tulkonepoisto","tulmuupoisto","tulliiketulos","tulnettorahoituskulut","tulnettotulos","tuloponkorko","tulyrittajanvoitto_vara","eyelain","otos"
"1",17,-1,1,2011351,45138.1140651,20863.2157065,13949.9246752,1756.92880251,48108.6053557,129816.788605,-1758.56070026,159.506542677,10320.6666656,764.949168748,2745.63446063,142048.984742,-39555.0736644,-10320.6666656,-5250.81916151,-8801.16413479,-5779.09042404,-387.24162096,-5236.36458317,-26673.8179143,-5399.21046933,-7519.0840723,-8933.61260631,-5697.23369461,12495.6057312,-6793.13137218,-13293.3042725,-1413.69461157,-9004.52452509,-2475.13189283,-11479.6564179,-16064.0197366,-27543.6761546,22.3523677121,440
"2",17,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",17,1,1,253183,19618.8509774,26975.9898539,16415.7819206,1088.92757531,47051.6643697,111151.214697,387.548260586,230.277874936,7002.7542102,377.934299736,2413.68884909,121563.418191,-33444.4935875,-7002.7542102,-415.597678162,-5176.7354147,-6134.03588246,-207.747528033,-3999.9968548,-21657.5589218,-6364.58350359,-7399.36205575,-9727.84839195,-6218.99306336,13813.7110991,-5304.79671285,-13694.9597853,-1444.72954337,-6630.77494235,-2107.789959,-8738.56490136,-17530.7023225,-26269.2672239,8.69412997713,69
"4",17,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",17,2,1,445390,35842.4533333,29639.4536403,24268.5664779,1650.22492986,42528.541877,133929.240258,-2588.1470868,104.100538315,5381.98673558,663.020180583,4209.53476286,141699.735389,-48162.7277607,-5381.98673558,-8352.37177278,-7955.55097319,-5448.84763623,-516.398150003,-6478.76195072,-23113.807693,-5546.58739368,-6733.72483873,-9360.07928815,-5667.82416662,8981.06702943,-7188.18583965,-13868.0373657,-1606.01944869,-13681.1756246,-2559.84574232,-16241.0213669,-20849.9719656,-37090.9933326,24.5685543007,82
"6",17,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",17,4,1,232498,45447.7721791,29559.422148,14652.1326248,2124.93625197,47438.8342459,139223.09745,1909.83469041,96.8369214789,6242.53481514,585.195480606,2571.70533987,150629.204697,-43176.5940846,-6242.53481514,-9039.85143958,-10618.4465339,-6267.96710294,-467.664735008,-5085.28237761,-26981.2841741,-10679.8387029,-7575.1073072,-8050.13715146,-4381.24156896,12063.2547038,-6265.04370059,-12720.6992183,-873.006336958,-7795.49455204,-2771.78485239,-10567.2794044,-12728.6854325,-23295.9648369,27.5228324545,60
"8",17,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",17,5,1,140700,18495.9193959,17954.1021891,2478.46229566,1742.26166311,33474.4356361,74145.1811798,-943.325813788,69.8709168443,4101.89948827,592.943859275,817.241464108,78783.8110945,-21971.0429282,-4101.89948827,-98.4824307036,-3756.63380242,-1641.36023454,-94.0585927505,-2136.35965885,-21866.6566453,-1457.642914,-6896.58316276,-2907.87614783,-4126.60764748,7728.60744136,-3893.84246624,-6493.73353945,-1053.21246624,-3712.18103056,-2791.56021322,-6503.74124378,-15520.1636034,-22023.9048472,8.18361762615,13
"10",17,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",17,6,1,253796,58005.8182054,16062.8397922,10304.6036975,1683.63136239,53453.5322529,139510.42531,382.388754157,375.996674613,11126.2133863,1320.62045095,2762.7628383,155478.407415,-37784.476146,-11126.2133863,-7456.82788736,-10497.2678949,-5405.68620794,-456.961139577,-6868.19661646,-28822.2398284,-5288.93931902,-8004.20503365,-8727.09124442,-5564.97105932,19475.3316512,-9026.32487372,-15602.9996773,-1625.23654738,-6779.22944712,-3180.86431276,-9960.09375987,-15194.9031089,-25154.9968688,24.9631442182,47
"12",17,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",17,7,1,102900,37511.1879373,31023.8187901,4409.23253644,1832.32676385,54586.1726603,129362.738688,-10355.7908309,70.1035276968,11022.7804956,716.457959184,1443.51229592,132259.802136,-34835.8422595,-11022.7804956,-2499.20074344,-7872.02416181,-2436.45460641,-24.9240524781,-3665.04605685,-27121.3169096,-4385.1390379,-7763.4748688,-13606.6412609,-5316.22777697,11710.7299052,-7301.91404519,-16907.1025656,-1909.42239067,-14407.7090962,-1795.34142857,-16203.0505248,-20302.8683382,-36505.918863,16.465787172,18
"14",17,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",17,8,1,123400,21309.7098055,18911.2755673,10436.9661183,2069.65294773,41807.7631544,94535.3675932,-1336.57416734,29.7147487844,8930.11793152,806.397414911,1829.0751641,104794.098685,-28106.0427998,-8930.11793152,-239.223257699,-6823.75063006,-3346.0148278,-182.891004862,-3787.3879842,-22697.5148298,-3882.80333671,-7507.8732577,-5864.19153363,-6035.91355348,7390.37373784,-5770.37840154,-10409.6143193,-814.238559562,-9603.85754254,-1308.83181118,-10912.6893537,-12383.4643517,-23296.1537054,7.70559157212,14
"16",17,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,9,1,78698,49004.7491067,10542.0430181,0,1115.67124552,47275.6067277,107938.070098,-3695.4299357,78.7410150194,12091.4043742,631.823083179,3247.4126636,120292.021298,-29323.0993819,-12091.4043742,-5886.8083687,-5856.55309461,-3243.8951765,-95.7950087677,-3269.82237719,-25727.8354291,-3429.76300795,-7690.28086559,-7674.70942108,-4726.12037231,11275.9344204,-5183.05533508,-12773.3750853,-1340.7626974,-8021.2586973,-1207.82062543,-9229.07932273,-12840.2498719,-22069.3291946,20.9048184198,36
"18",17,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",17,10,1,118198,73572.0162355,5440.50802391,20382.4896601,2818.56557234,59486.8923108,161700.471803,-1110.76286621,129.080052285,21087.7721241,1455.03304159,3401.85176602,186663.44592,-45433.1154586,-21087.7721241,-2916.62163488,-11779.6850207,-9229.98053639,-450.892959272,-5920.16896969,-39045.0497792,-4379.95517175,-7526.71869981,-11377.1918934,-6302.49169318,21213.8019795,-9883.66503765,-14630.0821211,-1051.81868314,-4351.76386242,-2697.33978215,-7049.10364456,-12886.4050131,-19935.5086577,33.6236590298,24
"20",17,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",17,11,1,262588,87303.5479328,5553.34232596,9793.44704252,1872.66293639,57411.30706,161934.307298,-4715.24647094,213.452115596,23061.9706932,754.039926425,2248.62643898,183497.150001,-46423.8636461,-23061.9706932,-6219.3683508,-14019.8300487,-9801.85690066,-656.446911512,-6117.02746237,-34183.9329406,-3920.5110772,-8636.43107739,-10543.6236781,-7387.39190032,12524.8953141,-6793.3989728,-13342.2987883,-1797.178632,-9407.98107895,-2665.58798589,-12073.5690648,-13081.7739201,-25155.3429849,36.8031366247,77
"22",17,11,5,1,110.66,37592.7,67.66,2602.15,50531.18,90904.35,-2262.34,191.45,1531.93,180.6,5041.72,95587.72,-29247.42,-1531.93,-35.71,-4214.23,-1843.02,-341.29,-2297.64,-16403.57,-8080.58,-6874.76,-8044.36,-4905.9,11640.58,-3493.53,-16320.2,-2195.03,-10368.17,-2325.54,-12693.71,-19278.59,-31972.31,0.17,-2
"23",18,-1,1,1967719,46238.3075506,21029.6251459,14813.1260846,2655.8298389,47162.4967807,131899.385401,588.315963316,117.983517601,10038.7944164,804.080103424,3048.11468434,146496.674086,-41895.4808466,-10038.7944164,-4970.42788511,-8323.60039164,-6851.25984419,-562.338291377,-5518.47313987,-27156.9871739,-5557.26497394,-7714.67497666,-8927.8463927,-5972.24625308,13007.2795003,-7350.82050626,-13740.8459161,-1478.0085912,-9562.39551325,-3113.18842273,-12675.583936,-15454.9075234,-28130.4914593,25.296894643,443
"24",18,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",18,1,1,247781,16189.3292101,29650.6251901,19690.5296057,1883.71897248,45652.5937212,113066.7967,-1412.19279029,283.640135765,6544.19431486,379.490797236,2733.78621779,121595.715375,-32142.2942652,-6544.19431486,-414.261606419,-5521.10449881,-6194.09437733,-193.834706212,-5198.59692047,-22499.9215339,-6854.25442483,-8088.37364172,-9352.79635832,-6312.39607504,12279.5926517,-4889.15719845,-13580.3882015,-1385.52775257,-7575.48050076,-2098.47847628,-9673.95897704,-16102.1332382,-25776.0922153,7.7698327959,69
"26",18,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",18,2,1,432186,66968.2447165,28567.5208697,25166.6171708,2887.24332595,48741.4171873,172331.04327,-615.910962387,32.9722409102,4950.80401665,491.582716955,4310.0348338,181500.526116,-63210.3440382,-4950.80401665,-7563.96846265,-9888.93961419,-10232.4093656,-733.733818217,-7056.67479539,-24883.5764018,-6128.48005854,-6995.64306893,-9271.58919058,-6514.91022432,24069.4530611,-10625.3984594,-14731.1042062,-1657.779552,-2944.82915643,-5457.89558503,-8402.72474145,-19908.2473115,-28310.972053,40.4294759664,94
"28",18,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",18,4,1,225892,38364.8275348,28524.5597143,13931.5859526,2040.64734023,43224.9837606,126086.604303,2696.73274773,141.080033821,6851.82701769,705.157497078,5220.02926,141701.430859,-45118.3899407,-6851.82701769,-6088.48671489,-6409.53898682,-6684.83762373,-843.010024259,-5524.61840047,-26029.7405875,-9123.89197825,-7998.22983461,-9004.20066567,-4993.62742496,7031.03165929,-6413.24461238,-13551.9387634,-934.186877225,-13868.3385938,-2751.75339308,-16620.0919868,-14063.0113607,-30683.1033476,28.9651798204,50
"30",18,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",18,5,1,136800,21214.3425877,20134.9787537,2899.11526316,1582.68215278,34997.6843165,80828.8030738,313.138687865,88.107624269,5129.09252924,1132.68286915,1001.92235015,88493.7471345,-21414.0393458,-5129.09252924,-69.4994152047,-5189.04224781,-2036.35300439,-87.7731944444,-2751.76855994,-23106.0004386,-1740.62699561,-6980.63824561,-5309.7359576,-4121.91289474,10557.2643056,-4641.26106725,-7224.60082237,-1034.66950658,-2343.26709064,-2875.09705409,-5218.36414474,-16259.5992288,-21477.9633735,9.90280701754,12
"32",18,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",18,6,1,250292,47654.9612806,16112.2427803,7980.65178272,1497.87645194,48339.5954001,121585.327696,2427.53086891,157.703633436,9885.20349376,1216.04036401,2180.78157168,137452.587627,-34828.46,-9885.20349376,-8442.01871446,-7407.29333451,-4428.22307233,-972.067703163,-5135.88007587,-29183.3876161,-5381.37233148,-7931.3961513,-7934.34469719,-5487.07406869,10435.8663685,-7242.8221612,-14425.6931759,-1443.91424736,-12676.5632159,-2566.95506456,-15243.5182804,-14077.2167347,-29320.7350151,22.1134311125,47
"34",18,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",18,7,1,95800,33045.7782985,26738.8951879,4648.90605428,2653.45042797,54067.4556263,121154.485595,2032.56242171,92.1106889353,10335.985,696.486524008,1508.03070981,135819.660939,-33085.8009499,-10335.985,-3090.58601253,-6704.89709812,-1490.07584551,-116.060386221,-4084.5391858,-30763.9327766,-4907.54991649,-9023.2235595,-10613.0047912,-5854.01913361,15749.9862839,-7375.97181628,-15427.2416075,-1966.34863257,-9019.57577244,-1843.58814196,-10863.1639144,-17443.157286,-28306.3212004,17.1889770355,18
"36",18,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",18,8,1,120499,25217.2113876,19987.4290766,15844.4587092,2693.35367547,46437.7193311,110180.17218,65.7336387024,16.6607191761,12464.3947192,1154.51301671,4546.34316252,128427.817436,-33989.1433282,-12464.3947192,-36.3910903825,-9367.06452361,-4544.40364103,-120.252620354,-5348.27470336,-24670.568662,-5577.02750728,-6541.33174632,-10332.8495866,-5828.17188209,9607.94342584,-7702.84960132,-19060.6782626,-979.352985668,-18134.9374237,-2694.23620528,-20829.173629,-16547.7346341,-37376.9082631,10.0487555913,16
"38",18,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",18,9,1,77194,35225.2170288,14441.1770442,0,1147.44268311,43319.8912865,94133.7280426,3070.12385419,4.61017695676,9919.71295645,1249.01338912,2637.93302277,111015.121442,-27781.2261142,-9919.71295645,-4203.25443687,-7058.02945294,-1829.52780929,-57.6842184626,-2692.82391999,-26448.4856181,-2995.26228463,-7912.78199368,-8172.82488354,-4970.94464039,6972.56311358,-7172.582092,-13135.6169647,-1557.28824183,-14892.9241849,-1394.33862904,-16287.2628139,-12651.6582773,-28938.9210913,17.6446453092,33
"40",18,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",18,10,1,121893,53295.5155595,6809.48561894,17733.6012842,3337.08368463,46625.6788624,127801.36501,160.071075287,135.071082835,17736.4453978,1328.93767665,1661.24635894,148823.136601,-35342.4540214,-17736.4453978,-1726.92721608,-10257.2486895,-7888.05336221,-629.211201628,-5584.73218651,-33523.1835397,-3216.91246257,-6791.65950818,-8921.41247709,-7314.42415208,9890.4723866,-8181.22988424,-13197.2802934,-908.945449205,-12396.9832402,-2665.1809099,-15062.1641501,-9862.33148163,-24924.4956317,27.8818053539,31
"42",18,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",18,11,1,259382,73689.7897667,5942.95747045,12858.0100084,5339.14378022,53865.4252769,151695.326303,212.030330863,141.034453277,22549.3128717,743.562306906,1916.98777047,177258.254036,-44718.7162149,-22549.3128717,-8001.59863576,-12177.9243564,-10926.8397078,-728.231388647,-6502.55568775,-33598.6473202,-4536.11757369,-8923.41017357,-9702.17763923,-6817.28334792,8075.43911837,-6085.9894544,-12525.8481893,-2302.26482782,-12838.6633532,-2528.78070406,-15367.4440572,-11753.9992625,-27121.4433197,35.963026887,73
"44",18,11,5,1,388.58,38059.58,1853.87,2492.69,51043.3,93838.01,4335.03,116.44,1745.31,204.8,2983.76,103223.35,-28034.45,-1745.31,-342.02,-4641.12,-1058.7,-301.9,-2277.11,-18191.54,-8876.34,-7312.41,-8317.46,-4999.16,15275.67,-3415.84,-16265.99,-2090.96,-6497.12,-2303.09,-8800.2,-22561.9,-31362.1,0.25,-2
"45",19,-1,1,1920352,47876.1602255,19471.4676695,13648.5271865,2423.97783171,48081.6877972,131501.82071,-1669.59731103,181.761941274,9083.15450156,1085.78461203,2742.61609352,142925.540548,-41794.0142869,-9083.15450156,-5675.68355719,-8155.88985842,-7055.51889768,-562.343527952,-5409.86633802,-27458.769085,-5973.52002434,-7952.39362602,-9558.70755669,-6312.98202033,7932.69726766,-7928.11047675,-14060.9541203,-1517.4136463,-15573.7809757,-3092.88193174,-18666.6629074,-14300.8270983,-32967.4900057,26.039668894,436
"46",19,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",19,1,1,249389,15709.1931292,25615.033045,16506.714301,1067.00822398,46582.369429,105480.318128,-2769.96697068,232.981761024,5805.52444599,327.047084474,3168.30381152,112244.208261,-31943.518141,-5805.52444599,-406.974793796,-5963.27326173,-6881.60678298,-100.125128374,-4842.50833834,-23561.1666762,-7390.20724707,-7909.31953145,-10518.432408,-5891.94344975,1029.60805589,-4397.70549242,-13214.2925827,-1340.66230467,-17923.0523239,-1505.27781658,-19428.3301405,-14699.7603041,-34128.0904446,7.6002485274,71
"48",19,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",19,2,1,418488,68431.2084365,28584.3332394,21294.5235487,3720.85920421,49410.9422789,171441.866708,-2015.6879084,113.169751582,5465.64668509,650.032842853,4480.35876037,180135.386839,-63594.1425817,-5465.64668509,-11977.9385743,-7900.3591058,-10537.449345,-1104.38374938,-7638.24729185,-24014.8256227,-7112.58308291,-6894.17909261,-9913.62599353,-6915.29931733,17066.706397,-9821.69234219,-14456.0631948,-1772.38032414,-8983.42946409,-5610.45195384,-14593.8814179,-18063.2071983,-32657.0886162,40.4205408518,105
"50",19,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",19,4,1,213398,41956.5149416,31387.6228361,11974.4562554,2468.83720058,43238.6225221,131026.053756,-6252.99405908,314.876394343,8781.3678669,652.463694271,1654.67661332,136176.444266,-41406.4071405,-8781.3678669,-5737.60411007,-7065.60113469,-6560.58405046,-330.944980272,-5207.10861625,-25533.6182167,-8481.15133319,-8170.58687096,-9483.50180686,-5153.55363457,4264.41450426,-5817.04180156,-14215.9024624,-936.556376536,-16705.0861362,-2635.39908092,-19340.4852172,-12830.6593956,-32171.1446127,32.4441515384,43
"52",19,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",19,5,1,130700,22023.8825555,14226.5371997,2492.31675593,2069.55405891,34639.6107842,75451.9013542,-131.817815608,64.9800114767,4130.93938409,1064.56450268,578.075049732,81158.6424866,-20034.5753328,-4130.93938409,-26.5035960214,-4353.94201224,-2236.21834736,-312.526430757,-2909.08969778,-22754.4963275,-1833.72472073,-6913.14740245,-4051.19970161,-4434.96591048,7167.3136228,-4538.81355011,-6240.46844682,-957.786889824,-4569.75526396,-2698.91930375,-7268.67456771,-13893.7446098,-21162.4191775,9.47485462892,11
"54",19,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",19,6,1,250089,37182.9752681,15246.6755579,8219.90611742,1476.55927638,45337.2053933,107463.321613,-3225.05049686,398.091199973,8652.13750801,902.435208506,1669.43977612,115860.374809,-32593.0901606,-8652.13750801,-3670.19530567,-6855.72124604,-4180.36156012,-560.359674436,-4702.28716425,-28438.0468041,-5107.542592,-7351.68405328,-7462.9358306,-6048.76823195,237.244677735,-6968.68818241,-14487.1695413,-1385.87558745,-22604.4886334,-2539.67943144,-25144.1680649,-12016.5503851,-37160.71845,18.6309684552,46
"56",19,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",19,7,1,93400,35816.3921306,16160.8960787,4341.52157388,1803.32349572,50662.3720182,108784.505297,1728.19386242,52.4863062099,8824.83900161,1012.75272484,1346.00970289,121748.786895,-30536.8255434,-8824.83900161,-4209.60594218,-5321.98482869,-1355.55302998,-191.28996788,-3728.14668094,-28789.4735011,-3945.81067987,-8532.4401606,-8703.91487687,-5308.23473769,12300.6679443,-8128.45551124,-18962.2742559,-1649.45677463,-16439.5185974,-744.826033191,-17184.3446306,-15350.6752543,-32535.0198849,16.3415310493,15
"58",19,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",19,8,1,114800,59359.5797038,16962.2397474,20679.8507666,3042.40936411,58667.0140157,158711.093598,-1653.2765331,53.0628571429,8027.97735192,5106.62849303,3270.00660279,173515.492369,-45878.932047,-8027.97735192,0,-14255.7907753,-5758.20038328,-173.809512195,-5645.54152439,-32882.9240592,-9955.38222997,-9362.00043554,-15602.7902352,-9344.77468641,16627.3691289,-18151.5601742,-21520.6631533,-1184.41084495,-24229.2650436,-2574.64686411,-26803.9119077,-23343.3598519,-50147.2717596,24.6668989547,13
"60",19,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",19,9,1,73299,38798.1852842,10664.0438408,0,1455.10913273,38646.816839,89564.1550968,-156.586089851,146.4605438,11156.6375356,1402.21967803,2419.64072975,104532.527494,-25050.7164431,-11156.6375356,-4030.20648304,-7564.76921377,-1506.40092102,-71.6677316198,-2717.62927339,-24992.7645834,-2964.29608699,-7025.69180466,-7135.49279513,-4138.06370605,6178.19091638,-7234.174071,-13184.8881112,-829.703094449,-15070.5743602,-1626.17368027,-16696.7480405,-10407.3002745,-27104.048315,17.6758441452,30
"62",19,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",19,10,1,120999,51260.8988421,8483.32689526,17221.0460667,2535.68009653,54326.0319094,133826.98381,-5117.02489277,36.4954421111,16544.2097621,1203.10511136,3671.30464963,150165.073882,-38171.9062181,-16544.2097621,-2097.64973264,-9340.1308172,-7896.75038339,-699.141298688,-5486.94550104,-34388.4596567,-4676.31574641,-8272.21184497,-10449.1828494,-6780.68398218,5361.48608964,-8144.09968578,-13663.8282015,-930.387322705,-17376.8291203,-3604.85323135,-20981.6823517,-8063.70601344,-29045.3883651,27.2188365193,30
"64",19,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
